ID,User Story,Requirements,Manual Scenario
73,"As a user, I want to be able to open a reassign V3 Modal (Core new UI)","1. Prerequisite is enabled
2. Using existing re-assign actions and following existing permission logic of who can re-assign and when, then when a user clicks on re-assign a new V3+ UI modal displays +as per designs+
3. This ticket is to handle only the core UI for this new modal, noting we have other tickets in the UI Epic to address specific scenario/logic handling within the UI","Scenario: Display new V3+ UI modal when re-assigning with Prerequisite enabled
Given the Prerequisite option is enabled
And the user has the necessary permissions to re-assign based on existing logic
When the user clicks on the re-assign action
Then a new V3+ UI modal should be displayed as per the designs
And the core UI structure should be implemented, with further logic handled in other tickets"
183,"PB - As a User, I want to have previous 'Block' background colour setting embedded in Text Widget toolbar after combining these two","1. Be able to have have previous 'Block' background colour setting embedded in Text Widget toolbar as per  
2. Be able to click on the background colour setting in text widget toolbar and open the colour swatch popover then set the colour for Text Widget background","Scenario: User sets background color for the Text Widget  
    Given the user is in the Page Builder  
    And a Text Widget is placed within a Block  
    And the previous 'Block' background color setting is embedded in the Text Widget toolbar  
    When the user clicks on the background color setting in the toolbar  
    Then a color swatch popover should open  
    When the user selects a color from the swatch  
    Then the selected color should be applied as the background color for the Text Widget  
    And the applied background color should persist when the page is saved"
132,"As a User, I can click Add from Servers Page and I am taken to Servers Create page","1. Add Button from the Servers Landing Page
2. Add button will always show for now, permissions will be tackled in a separate ticket)","Scenario: Display Add Button on Servers Landing Page
Given the user is on the Servers Landing Page
When the page loads
Then the ""Add"" button should always be visible
And the visibility of the ""Add"" button should not be affected by user permissions (as permissions will be handled in a separate ticket)






"
411,Grouped Record Files - Grouped Email Notification Settings added to Record File Templates,"1. When MCP development setting from is enabled, and the new ‘*Enable Grouped Requests*’ setting is enabled in Admin > Workflow location for existing or new Record File Approval Templates, then additional Notification options appear when User Notifications is set to ‘Select’ 
2. *Requester Emails*","Scenario: Display Additional Notification Options When 'Enable Grouped Requests' is Enabled
Given the 'MCP development' setting is enabled
And the 'Enable Grouped Requests' setting is enabled in Admin > Workflow for a Record File Approval Template
And 'User Notifications' is set to 'Select'
When a user configures the notification settings
Then additional notification options for 'Requester Emails' should be displayed"
194,"BP - (Misc) As a User, I want to Replace resources via Resource Lookup from Nav Panel","1. Be able to still see and click on the button “Replace“ to select another Resource via Resource Lookup from Nav Panel in Page Builder, after selecting a Resource successfully, as per design
2. Lookup feature:Page background
3. should ONLY update tooltips: “Select an image from your Resourcecustomsingular area“ for this *Replace* button (previous tooltips on Select button remain the same) to the areas:Page background
4.should ONLY update tooltips: “Select a video from your Resourcecustomsingular area“ for this *Replace* button (previous tooltips on Select button remain the same) to the areas: Video Widget","Scenario: User can replace resources in Page Builder using Resource Lookup  
    Given the user is in Page Builder and viewing a Page  
    When the user clicks the ""Replace"" button for a resource in the Nav Panel  
    Then the user should be able to select another resource via Resource Lookup  
    And the tooltip for the ""Replace"" button should update to ""Select an image from your Resource custom singular area"" when replacing a page background  
    And the tooltip for the ""Replace"" button should update to ""Select a video from your Resource custom singular area"" when replacing a video widget  
    And the tooltip for the ""Select"" button remains the same as before  
    And the resource is updated with the newly selected resource after confirming via the Resource Lookup  
    And the ""Replace"" button should behave as per design after selecting a new resource  "
56,"As a User, I want to access Reply action for New Comments in Daily Digest Email","1. Be able to see and click on ""Reply"" as per design
2. Be able to re-direct to the Reply page in new tab
3. Be able to have applicable comment highlighted ready to reply to & text-box will be active as well","Scenario: Replying to a Comment
Given the user is viewing a comment section
When the user clicks on the ""Reply"" button as per the design
Then the system should open the Reply page in a new tab

And the applicable comment should be highlighted
And the reply text box should be active and ready for input"
149,"As a User, I want to  end my Session automatically when I leave the page by default",1. Be able to end the session automatically by default for the user when close the markup overlay,"Scenario: Automatically End Session When Markup Overlay is Closed
Given the user has an active session in the markup overlay
When the user closes the markup overlay
Then the system should automatically end the user session by default






"
19,"As a Database Manager, I want to allow end users to Add More child records ('Add More') - Handle maximum child records","1. Configure Auto-Created Records overlay in the form builder, a setting called Allow User to Add More {Recordcustomnameplural} was added
2. While 30 is maximum total number of child records, we will keep this field ‘Allow User to Add More {Recordcustomnameplural}’ enabled / clickable even if 30 exist in config, since end users can potentially remove non-mandatory ones (which would then let them add more)
3. If however 30 exist in config and ALL 30 are disabled for ‘Allow User to skip…’ then we de-select + disable this field. This is because in this scenario end user cannot add more.  
4. Disabled state hover updates to:
The max 30 {{Records}} has been added here. Remove any of the above to allow users to add more.
{{Records}} here = child custom record plural name","Scenario: 'Allow User to Add More' setting with 30 records
      Given I am in the Configure Auto-Created Records overlay
      When I add 30 records 
      And 1 of those records has 'Allow User to skip…’ enabled
      Then I can enable 'Allow User to Add More'
      When I disable 'Allow User to skip…’ on the last record
      Then 'Allow User to Add More' is disabled
      And if I hover over the setting I see the text 'The max 30 {{Records}} has been added here. Remove any of the above to allow users to add more.'"
205,"PB - As a User, I want to add a new Widget ""Spacer""","1. Be able to see and drag a new type of Widget ""Spacer"" as per design in a Section from Nav
2. Be able to see and configure settings for Spacer in order: Colour (by default, #FFFFFF) Padding (by default, 0pt for all directions) Ratio (by default, it follows the existing behaviour: 12 for an empty Section)
3. Be able to further drag a Section in this Widget (just to cater to previous behaviour of dragging a Section to a Block)
","Scenario: User adds and configures a Spacer Widget in a Section
    Given the user is in Create/Edit mode in Page Builder
    And the user can see the ""Spacer"" Widget in the Nav panel
    When the user drags the ""Spacer"" Widget from the Nav panel to a Section
    Then the Spacer Widget should be added to the Section
    And the Spacer Widget should have default settings:
      | Property | Default Value  |
      | Colour   | #FFFFFF        |
      | Padding  | 0pt (all sides) |
      | Ratio    | 12 (for empty Section) |
    When the user opens the Spacer Widget settings
    Then the user should be able to modify the Colour, Padding, and Ratio properties
    When the user drags a Section into the Spacer Widget
    Then the Section should be successfully nested inside the Spacer Widget"
79,"As a User, I want MCP Setting for Single User Record Editor Restriction","1. New development setting added to “*Development Use Only”* section of MCP:
2. Setting name: *Databases - Single User Record Edit Restriction*
3. Location: Can be added to bottom of the list","Scenario: Adding a New Development Setting for Single User Record Edit Restriction
Given the user has access to the MCP (Master Control Panel)
When the user navigates to the ""Development Use Only"" section
Then a new setting named ""Databases - Single User Record Edit Restriction"" is available
And it is located at the bottom of the list"
495,As a user I want to see time to complete for requests in Workflow Dashboards (UPDATE) including Reviewed Status Requests,1. For Item List when either ‘All Workflows’ or a specific Workflow is selected ,"Scenario: Display Items Based on Workflow Selection
Given the user is on the Item List page
When they select either ‘All Workflows’ or a specific Workflow from the filter
Then the item list should update to display only the items that match the selected workflow criteria






"
263,"PB - As a User, I want to delete a Block","1. Be able to select and see the tool bar then click on the delete icon to delete the block
2. Be able to delete the Block and all Contents within
3. Be able to trigger Undo and revert back if click on undo
4. Be able to see the remaining Blocks auto-aligned within a Section if the target Block gets deleted","Scenario: User deletes a Block from a Simple Page  
    Given the user is in the Simple Page Builder  
    And the user has added at least one Block to a Section  
    When the user selects a Block  
    Then the toolbar should appear with a delete icon  
    When the user clicks on the delete icon  
    Then the Block and all its contents should be removed  
    When the user clicks ""Undo""  
    Then the deleted Block and its contents should be restored  
    When a Block is deleted  
    Then the remaining Blocks should auto-align within the Section  "
324,[Ask AI Alpha] As a user I want to choose to search whole platform or current location (UI + pendo),"1.  ‘Limit to current view’ checkbox field appears under question field
2. This is always enabled by default when panel is opened","Scenario: Displaying and Enforcing Default State of ‘Limit to Current View’ Checkbox
Given the user has opened the ‘Ask AI’ side panel
When the panel is displayed
Then a ‘Limit to current view’ checkbox should appear under the question field
And the checkbox should be enabled by default"
484,"As a User, I want to see New Replies in Daily Digest Email","1. Be able to see new replied markup comments in daily digest email as per design
2. Be able to see replied comment contents, user, time etc (in current logic)","Scenario: Display Replied Markup Comments in Daily Digest Email
Given the user has enabled daily digest emails for markup comments
And there are new replies to markup comments
When the daily digest email is generated
Then the replied markup comments should be included as per the design
And the email should display the replied comment contents, user, and timestamp according to the current logic"
80,"As a user who has selected Master Template option, if I can see none, I am directed to Create a blank one instead","1. If either no Mater templates exist, then the ‘No Master Templates available’ message displays and user can select to Create a Blank Template instead, as per designs

","Scenario: Displaying 'No Master Templates Available' Message
Given the user opens the Master Template overlay
And there are no Master Templates available
Then the message ""No Master Templates available"" is displayed
And the user is given the option to Create a Blank Template as per designs






"
40,"As a Product user, I want to be able to turn the Record Publish Approval feature on / off during development (MCP)",Rename the existing MCP setting name from Databases - Record Publish Approval Rewrite POC (devevelopment use only to Approvals - Record Publish Approval Rewrite (development use only),"Scenario: Product user toggles Record Publish Approval feature during development
  Given the user is a Product user with access to MCP settings
  When the user navigates to the MCP development settings section
  And the user sees the setting labeled ""Approvals - Record Publish Approval Rewrite (development use only)""
  Then the user should be able to enable or disable the Record Publish Approval feature
  And the system should respect the setting by turning the feature on or off accordingly"
452,As a user I want to see 'Review Request' bulk action in action dropdown in footer,"1. When one item’s checkbox is selected, the Bulk Action footer bar displays ","Scenario: Display Bulk Action Footer When One Item is Selected
Given the user is on the items list page
And there are multiple items displayed with checkboxes
When the user selects a single item's checkbox
Then the Bulk Action footer bar should be displayed"
47,"As a User, I want to see Block ""ratio"" simply changed to ""width""","1. Be able to see the current Block’s “Ratio“ configurations on Side Panel changed to “Width“ as the title 
2. Be able to see the description label “BLOCK RATIO“ in between the “Width“ title and the slider","Scenario: View and adjust block width ratio settings
 Given I am viewing the Side Panel
 And I have a block selected
 
 Then I should see the width configuration section with:
   | Element       | Display                    |
   | Title        | ""Width""                    |
   | Description  | ""BLOCK RATIO""              |
   | Control      | Ratio adjustment slider    |
 
 When I view the width configuration layout
 Then I should see elements ordered as:
   1. ""Width"" title at the top
   2. ""BLOCK RATIO"" description below title
   3. Ratio slider control at the bottom"
239,As a user I can Bulk Submit (updates from Grouped work),"1. Behaviour here should follow the same as it does in Grouped Review page, including: Submit & Continue button hover tooltip text, Snackbars after Submit
2.Actual Submit processing logic, including updating the item in the list accordingly after successful submit 
3. Behaviour here need extra check, including: Able to complete staged request multiple times to proceed its stage until completed
4.The Complete Stage works for last stage completion
5. Able to save staged request with mixed current stage","Scenario: User bulk submits updates and completes staged requests  
    Given the user is on the Bulk Review page  
    When the user clicks the ""Submit & Continue"" button  
    Then the button should show the correct hover tooltip text  
    And the system should display the appropriate snackbar after the submit  
    And the items in the list should be updated accordingly after a successful submit  
    And the user should be able to complete staged requests multiple times until they reach the last stage  
    And the ""Complete Stage"" should mark the request as completed when in the last stage  
    And the user should be able to save staged requests with mixed current stages  "
392,"[QW 3/5] Requester Re-assign: Load users (user list, load all users) from workflow config - (v2 component approach)","1. Change from to exclude V2 Approval List from this new logic.
2. This means in V2 List, that Requesters cannot re-assign to any request unless Workflow or Main Admins ","Scenario: Restrict Requester Re-assignment Permissions in V2 Approval List
Given a requester is accessing the V2 Approval List
When the requester attempts to re-assign a request
Then the system should prevent the requester from re-assigning the request
And only users with Workflow Admin or Main Admin roles should have the permission to re-assign requests in the V2 Approval List"
353,"PB - As a User, I want to see a new landing page","1. Be able to see just empty Sections with no ""Blocks""","Scenario: Viewing Empty Sections Without Blocks
Given the user is in Page Builder
And the Page is in Create or Edit mode
When the user adds a new Section
Then the Section should be visible as an empty container
And it should not contain any Blocks by default
And the user should have the option to drag Widgets into the empty Section"
342,"BP - (Misc) As a User, I want to see the Page Tree remain the same while switching Pages from Nav Panel","1. Be able to see Page Tree remain the same while switching pages from Nav Panel during Viewing or Editing
2. If the parent page is expanded with sub-pages displayed under it, the Tree view should remain the same while switching to any other pages","Scenario: Maintaining Page Tree Structure While Switching Pages
Given the user is in the V3 Page Builder
And the Page Tree is displayed in the Nav Panel
When the user switches between pages during Viewing or Editing
Then the Page Tree structure should remain unchanged
And Given the parent page is expanded with sub-pages displayed under it
When the user navigates to a different page
Then the expanded parent page and its visible sub-pages should remain unchanged in the Page Tree"
278,"As a user, I want to see the seq ID of the record in the header","1. Display sequence ID in a Chip component
2. Sequence id truncates with tooltip to display value
3. Copy icon and ability to copy","Scenario: Displaying Sequence ID in a Chip Component with Truncation and Copy Functionality
Given the user is viewing a record with a Sequence ID
When the Sequence ID is displayed
Then it should be shown inside a Chip component
And if the Sequence ID is too long, it should be truncated
And when the user hovers over the truncated Sequence ID, a tooltip should appear displaying the full value
And a copy icon should be available next to the Sequence ID
When the user clicks the copy icon
Then the full Sequence ID should be copied to the clipboard
And a confirmation message should appear indicating that the ID has been copied successfully"
291,"PB - As a User, I want to assign / re-assign an existing parent / standalone page to an existing Page Category",1. Be able to assign or re-assign (aka. update to attach to another Page Category) *a standalone Page* or *Parent including sub-pages together* to an existing Page Category via the Assign Page Category button as per,"Scenario: Assign or Re-Assign a Page or Parent with Sub-Pages to a Page Category
Given the user is on the Assign Page Category interface
When the user selects a standalone Page or a Parent Page (including all sub-pages) to be assigned or re-assigned to an existing Page Category
And the user confirms the action
Then the selected Page or Parent Page with sub-pages should be assigned to the chosen Page Category
And the Page(s) should now appear under the newly assigned Page Category in the navigation"
318,"[Ask AI Alpha] As a Main Admin user, only I and other Main Admins can use 'Ask AI' in Alpha phase","1.  In Alpha phase, only Main Admin users can see the ‘AI Assist’ button 
2. Users who are not Main Admins cannot see the ‘AI Assist’ button, and therefore cannot access this feature 
3. Main users emulating non Main Admin users should also not be able to see this button (but may be acceptable handling for alpha until we update permissions
","Scenario: Visibility of ‘AI Assist’ Button Based on User Role
Given the platform is in the Alpha phase
When a Main Admin user logs in
Then they should see the ‘AI Assist’ button in the interface
And Given a user who is not a Main Admin logs in
When they access the interface
Then they should not see the ‘AI Assist’ button
And they should not be able to access this feature
And Given a Main Admin user is emulating a non-Main Admin user
When they navigate the interface as the emulated user
Then they should also not see the ‘AI Assist’ button"
305,"PB - As a User, I want to configure both Block and Button Widget properties","1. Be able to see and configure the new widget settings from Nav (combining previously defined Block and Widget's settings) for each widgets:
2. *Button*:
3. Button Text
4. Button Link","Scenario: Configuring Button Widget Settings from Navigation
Given the user is in the application
And the navigation menu contains a section for widget settings
When the user selects the ""Button"" widget from the navigation menu
Then the widget settings panel should display the combined settings of Block and Widget
And Given the user is viewing the ""Button"" widget settings
When they enter a new text value in the ""Button Text"" field
Then the button in the widget should update to display the entered text
And Given the user is viewing the ""Button"" widget settings
When they enter a valid URL in the ""Button Link"" field
Then the button should be configured to navigate to the entered URL when clicked"
269,"PB - As a User, I want to move Widgets across Blocks","1. Be able to reorder added Widget across Blocks in the same Section by clicking and holding the reorder icon as per design, only if the target Block is empty
2. Be able to reorder added Widget across Blocks to a different Section by clicking and holding the reorder icon as per design, only if the target Block is empty
3. Be able to see selecting and hovering effects while dragging and reordering widgets across","Scenario: User moves a widget to another Block within the same Section
    Given the user is on the Simple Page Builder page
    And there are multiple widgets in different Blocks within the same Section
    And the target Block is empty
    When the user clicks and holds the reorder icon of a widget
    And drags the widget to the target Block within the same Section
    Then the widget should be successfully moved to the target Block
    And the user should see selecting and hovering effects while dragging the widget
"
70,"As a User, I want UI Button / Action on Template Resource in Info Preview to Create Job, which opens in Editor","1. A new action is added only to img.ly+IB created Templates (Master or Standard) for users who have permission to Create Jobs (all users that have access to that folder) on the Info Preview page
2. Action opens Template in  as a Job, as it does currently from other ‘Create Job’ locations","Scenario: Users with Create Jobs permission can open img.ly+IB Templates as a Job
Given a user is on the Info Preview page of an img.ly+IB created Template (Master or Standard)
And the user has permission to Create Jobs (i.e., access to that folder)
When the user selects the new action
Then the Template should open as a Job
And it should function the same way as other ‘Create Job’ locations"
456,"As a user I only see enabled checkboxes for relevant items (disable for records, and for relevant users Reviewers/Admins)","1. When the new column displays , then when nothing is selected, the checkboxes within this column may only show as +selectable/enabled+ for the below:
2. Pending *Record File Approval* requests (when enabled at template level)
3. Pending *Resource Feedback Approval* requests (when enabled at template level) ","Scenario: Checkbox Availability in the New Column
Given the new column is displayed
And no items are selected
When the user views the checkboxes within this column
Then the checkboxes should be enabled only for:
Pending Record File Approval requests (if enabled at the template level)
Pending Resource Feedback Approval requests (if enabled at the template level)
And checkboxes for all other requests should be disabled or unselectable"
466,"As a user in single view when I click previous/next, or Save & Next,  this takes into account my Search/Filtered results","1. User can then change search to see more items
2. If the single item is the last in the folder, then this will be handled in","Scenario: User Can Change Search to See More Items and Handle Last Item in Folder
Given the user has performed a search and sees a list of items
When the user modifies the search criteria
Then more items should be displayed based on the new search query
And if only a single item remains in the folder, it should be handled according to the defined system behavior"
155,"As a User, I want Markup Page begins the session once the first activity on Updates to Comment Status, Edited Comments, Deleted Comments, or New Revisions gets sent to backend","1. Be able to start the session for the user once there's a new action on the Markup Page, including:
Updates to Comment Status
Edited Comments
Deleted Comments","Scenario: Automatically Start Session When a New Action Occurs on the Markup Page
Given the user is on the Markup Page
And the session is not yet active
When the user performs any of the following actions:
Updates the comment status
Edits an existing comment
Deletes a comment
Then the system should automatically start the session for the user






"
83,"As a user creating a job, I can only edit / configure elements allowed by Template creator","1. As Job Creators open the Editor in Adopter Mode they will only be able to interact with layers and elements depending on what was configured by the Template Creator
2. Restrictions apply for all users, even Admins and Template Creator","Scenario: Job Creators Can Only Interact with Allowed Layers and Elements in Adopter Mode
Given a Job Creator opens the Editor in Adopter Mode
When they attempt to interact with layers and elements
Then they can only modify elements based on the restrictions set by the Template Creator
And restricted elements remain non-editable for all users, including Admins and the Template Creator






"
478,"PB - (Misc) As a User, I want to have a standard Text Widget - Link input without a placeholder",1. Be able to see text widget link popup as per ,"Scenario: Display Text Widget Link Popup as Per Design
Given the user is editing a Text Widget
When the user selects text and clicks the link option
Then the link popup should be displayed
And it should appear as per the specified design requirements"
173,"MCP Front End - As a user, I can update server details","1. Clicking on Edit icon from Servers table opens up Servers form in update mode
2..Warning Message when updates are done and Cancel/Close button is clicked","Scenario: Editing a Server Entry and Handling Unsaved Changes
Given the user is on the Servers table
When the user clicks on the Edit icon for a server entry
Then the Server form should open in update mode
When the user makes updates to the form and clicks on the Cancel or Close button
Then a warning message should be displayed, prompting the user to confirm if they want to discard unsaved changes"
322,[Ask AI Alpha] As a user I want to enter a question in 'Ask AI' field,"1. Question field displays as text field under panel header
2. Placeholder text: ‘Ask me a question’","Scenario: Displaying Question Field in ‘Ask AI’ Side Panel
Given the user has opened the ‘Ask AI’ side panel
When the panel is displayed
Then a text field for entering a question should appear under the panel header
And Given the question field is visible
Then it should display the placeholder text: ‘Ask me a question’"
91,"As a User, I want to Update Workflow Template Configure Groups/Divisions to be a modal not full overlay","1.To update following designs, no changes to logic unless noted in design requirements in figma","Scenario: Updating UI Based on New Designs Without Changing Logic
Given the system is displaying the current UI
When the updated designs are implemented
Then the UI updates to match the new design specifications from Figma
And no changes are made to the existing logic unless explicitly noted in the design requirements






"
181,"As a user, I want to freely navigate between stages (Staged)","1. Reuse navigation from
2. Show stages
3. Show status of Stages","Scenario: Display Navigation with Stages and Their Status
Given a user is on a multi-stage workflow form
When the user views the navigation panel
Then the navigation should display all stages of the workflow
And each stage should show its current status (e.g., Completed, In Progress, Pending)
And the user should be able to navigate between stages using the existing navigation system"
415,"PB - (DND replace) As a User, I want to create a sub-page for an exisiting Smart Page via Nav","1. Be able to click on setting button of a simple page from Nav as per 
2. Be able to see the sub-page popup as per 
3. Be able to input the sub page's title and save (change ""Done"" to ""Save"")","Scenario: Adding a Sub-Page via Navigation Settings
Given I am in the navigation panel in editing mode
When I click on the settings button of a simple page
And I select the ""Add Sub-Page"" option
Then a sub-page creation popup should appear
When I input the sub-page's title
And I click the ""Save"" button
Then the new sub-page should be added under the selected simple page in the navigation panel"
313,"PB - As a User, I want to see Drag & Drop Page thumbnails as preview in Custom Page v2 index page",1. Be able to preview pages as thumbnails for Drag & Drop Pages in v2 index page for both List and thumb layout views,"Scenario: Previewing Pages as Thumbnails for Drag & Drop in v2 Index Page
Given the user is on the v2 index page
When they switch to either List view or Thumbnail layout view
Then each page should be displayed as a thumbnail preview
And Given the user is viewing the page thumbnails
When they attempt to drag and drop a page to reorder it
Then the page should be repositioned correctly in the updated order
And the thumbnail preview should reflect the new position accordingly"
279,"As a user, I want to see the status of the record in the header","1.Possible values:Draft,  Archived","Scenario: Display Possible Values for a Record Status
Given the user is viewing or updating a record
When the status field is displayed
Then the possible values for the status should be ""Draft"" and ""Archived""
And the user should only be able to select between these two values






"
382,Guest Upload MVP: Hide Close/Cancel/databaseName/etc for public users,"1. When user is a Public user and is Creating a public record, then:
2. We drop the Database name in the page header altogether (so header just says “Create {{Record}}”)
3. Hide the 'x' close icon","Scenario: Public User Creates a Record Without Database Name in Header and No Close Icon
Given a public user is on the ""Create Record"" page
When the page is displayed
Then the page header should read ""Create {{Record}}"" without mentioning the database name
And the 'x' close icon should not be visible on the page"
473,"PB - As a User, I want to set Page/Section/Block/Widgets Colour in Opacity ","1. Be able to set Page/Section/Block 's background, Colour Palette Widget 's Colour, Button Widget's Text & Background in opacity as per design
2. Be bale to se the transparency / opacity via the opacity bar blow the hue bar as per ","Scenario: Set and Adjust Opacity for Page/Section/Block Background, Color Palette Widget, and Button Widget
Given the user is editing a Page, Section, or Block
And the user has access to the Color Palette Widget and Button Widget settings
When the user sets the background color, text color, or button background
Then they should be able to adjust the transparency/opacity using the opacity bar below the hue bar as per the design
And the selected opacity level should be applied accordingly






"
363,"PB - (FE components) As a User, I want to move a sub page to become a standalone Simple Page (Parent)","1. Be able to move a sub-Page to become a standalone Page that doesn’t contain any sub-Page, via drag-and-drop from Navigation Panel on editing mode in Page Builder
2. Be able to see the updated order / hierarchy of Page list from Navigation Panel","Scenario: Moving a Sub-Page to Become a Standalone Page via Drag-and-Drop in Page Builder
Given the user is in editing mode within the Page Builder
And the Navigation Panel displays a hierarchical list of pages, including sub-pages
When the user drags a sub-page from its current parent page and drops it into the root level of the Navigation Panel
Then the sub-page becomes a standalone page without any sub-pages
And the Navigation Panel updates to reflect the new page hierarchy
And the user can see the updated order and hierarchy of the page list in the Navigation Panel"
325,[Ask AI Alpha] As a user I can tell when results are being loaded,"1. While answer is both first being fetched AND as it gets built out incrementally we have a loading wheel on the disabled ‘Ask’ button (so user knows when answer has 100% finished building when this loading wheel ceases)
2. Loading wheel/spinner no longer appears when answer build is complete
","Scenario: Displaying Loading Indicator on ‘Ask’ Button During Answer Generation
Given the user has entered a question in the ‘Ask AI’ field
When they click the ‘Ask’ button
Then the ‘Ask’ button should become disabled
And a loading wheel/spinner should appear on the button
And Given the AI is generating the answer
When the answer is still being fetched or built incrementally
Then the loading wheel/spinner should remain visible on the disabled ‘Ask’ button
And Given the AI has fully generated the answer
When the answer build is 100% complete
Then the loading wheel/spinner should disappear
And the ‘Ask’ button should become enabled again"
432,"PB - As a User, I want to see Nav panel when creating a Simple Page(BE)","1. Be able to see the new tab ""Pages"" from Right Side Panel when creating a Simple Page (By default, it's opened, compared to ""Builder"" tab) as per 
2. Be able to see all the saved Simple pages against current user’s permission, from the tab of the Right Side Panel as per 
3. By default, in oder of *Last Updated* as the same in v2 index list","Scenario: Display ""Pages"" Tab in Right Side Panel During Simple Page Creation with Ordered List of Accessible Pages
Given I am creating a new Simple Page
When I view the Right Side Panel
Then the ""Pages"" tab should be visible and open by default
And the ""Pages"" tab should list all saved Simple Pages that I have permission to access
And the list of pages should be ordered by the ""Last Updated"" date, consistent with the ordering in the version 2 index list"
348,"PB - As a User, I want to add a new Widget ""Spacer""","1. Be able to see and drag a new type of Widget ""Spacer"" as per in a Section from Nav","Scenario: Dragging the ""Spacer"" Widget from Navigation Panel to a Section
Given the user is in Page Builder
And the Navigation Panel is open
When the user sees the new ""Spacer"" Widget in the Navigation Panel
Then they should be able to drag the ""Spacer"" Widget into a Section
And Given the user has dragged the ""Spacer"" Widget
Then it should be added to the Section successfully"
87,"As a User, I want to remove stickers option from left menu",1. Hide Stickers option from left menu ,"Scenario: Hiding the Stickers Option from the Left Menu
Given the user is in the Img.ly editor
When the editor loads
Then the Stickers option is not visible in the left menu"
76,"As a User, I want new File Format 'Templates' displays for scene files that are Img.ly/IB creations (ie, we do not display as scene files) - [V3 Locations]","1.When a resource has been created via [IB+Img.ly|http://IB+Img.ly], it’s File Format should be ‘Templates’
2. This File Format type should be surfaced in all relevant platform locations (instead of ‘scene’ file for this resource type), such as: Info Preview , In Database Resource Lookup (selection and in the field in the record), Review Request > Item Details

","Scenario: Displaying Correct File Format for Resources Created via IB+Img.ly
Given a resource is created via IB+Img.ly
Then its File Format should be set to ""Templates"" instead of ""Scene""
And this File Format should be displayed in all relevant platform locations, including:

Info Preview
Database Resource Lookup (both in selection and in the field in the record)
Review Request > Item Details"
439,"BP - As a User, I want to single select resources from Resource Lookup with unchangeable filter based on file type in Page Builder","1. Be able to see and select resources into Page Builder via Resource Lookup with unchangeable filter applied with results by default, depending on the target page area:
2. Page/Section/Block background: Filtering Options > General Options > File Format will be *locked* with only *Image* enabled","Scenario: Resource Lookup with Unchangeable Image Filter for Background Selection in Page Builder
Given I am using the Resource Lookup overlay within the Page Builder
When I attempt to select a resource for a Page, Section, or Block background
Then the Filtering Options should display
And the General Options > File Format filter should be locked with only 'Image' enabled
And the search results should display only image resources
And I should be able to select an image resource from these results
And the selected image should be applied as the background to the chosen Page, Section, or Block"
16,"As a user, when parent record undergoes publish approval process, child records are only created when parent is approved","1. When parent record is sent for approval, and is approved, then the child records are created
2. No snackbar is needed in this scenario, (as that would show to last reviewer user who approves, and who may not need to know child records are created.
3. This occurs on request status becoming ‘Approved ' - ie: not when a single Reviewer 'Approves’ in the scenarios where more than 1 approval is required, and also not when the first stage of a multi-staged request is approved.
4. This can occur, theoretically, months after the record was submitted. ie, if submitted in March 2023 but not approved until June 2023, then child records will be created in June
5. This can also occur when Auto-Complete is enabled on the parent database workflow, in which the ‘delay’ time will be be very minimal when it successfully gets auto-completed (assumed this will occur almost immediately after submit)
6. If record publish is conditionally auto-completed, then:
7. If single stage workflow then child records will be auto-created upon successful auto-complete of parent record
8. If first stage of a staged workflow then delay creation of child records will be enacted, since this only completed the first stage of the request
9. Creator of the child records is the creator of the parent record, not the approver of the publish workflow request. ","Scenario: Child record creation for approved publish approval records
      Given I have a database with a workflow
      And it has a lookup grid with auto create child records enabled
      When I click submit the workflow request
      Then the workflow request will be created
      And the child record will not be created
      When I approve the workflow request
      Then the child records will be created
      Scenario                             | Result
      Single approved                      | Child record created
      Stage 1 approved                     | Child record not created
      Stage 2 approved (final stage)       | Child record created
      Single conditionally auto-completed  | Child record created
      Stage 1 conditionally auto-completed | Child record not created"
